label,text
trung lập,sao bố lại đủ bình tĩnh để xem hết cái trailer này nhỉ . _ . sợ vãi
tích cực,sao mà đỉnh dữ vậy trời
tiêu cực,"hai thằng đó sẽ .. nhau , cô về nhà nằm mơ típ đi cô bé"
trung lập,thương .. hy vọng sớm có người cưu mang bé
trung lập,"mức thu cao nhất - đồng ý vì số liệu nó thể hiện như vậy , chứ còn hiệu quả thì mình không biết đúng không 😂 mỗi lần vô vcb là hiểu phải đợi mỏi mòn , không như những nh khác"
tích cực,cần lắm nhiều vụ ly hôn như thế 😂😀😀😁🤣🤣
tích cực,"sời , lừa làm sao được tao :))"
trung lập,"có bao nhiêu đôi ngôn tình , cớ sao lìa xa mình ta :(("
trung lập,đây là một câu chuyện buồn không chỉ riêng tao
tích cực,con gái tao thì suốt ngày hêy siri bắt chước mẹ 😂
tích cực,chạy ios cho máu 😂
tích cực,khâm phục !!! quá khâm phục !!!
trung lập,dạo này béo quá rùi :(
tích cực,mau khoẻ nhé :d
tích cực,"quá đơn rản , bạn thân yêu ơi ,"
trung lập,tao học nhân sự đây còn đang lo thất nghiệp đây này
tích cực,cắt cả thắt lưng da của bố để làm ná 😂😂
tích cực,hẹn xem phim này nữa nha mày 😛
tích cực,vẫn là con mẻ . nay hàng họ to quá ;))))
tích cực,"đỡ mua 5k tiền sổ rồi , kaka"
tích cực,tinh trùng đâu lắm thế
tích cực,"giỏi phết đấy mỗi tội nghịch thôi , được cái làm từ thiện nhiều ."
tích cực,ngọt sớt :)))
tích cực,tuổi thơ mình lớp 4 đã cảm nắng 1 anh chàng từ 1 viên phấn vôi .
tiêu cực,nhìn cái bản mặt bà ta mà ghét thay . tham vô độ . dân mình nhiều nhà dăn ba tỉ còn khó ....
tích cực,câu hỏi thú vị 😃😃😃
trung lập,"cô ấy rất tốt , nhưng tôi biết thứ nào tốt đều không dành cho mình"
tiêu cực,đm xem mãi quay lưng đi chửa được bước lại dừng :))
trung lập,không gì hơn ngoài tình thân
tiêu cực,"lạ lùng nhỉ , cưỡng hôn trong thang máy thì phạt có 200k coi thường phụ nữ , bây giờ phạt 10 triệu vì đàn lợn chết (???)"
tiêu cực,thật ra nhiều lúc bị bố mẹ chửi không hiểu vì lí do gì và những câu chửi ấy có những từ không chấp nhận nổi
trung lập,"cay mắt lắm , mà nhìn nó lại nhớ nhiều kỉ niệm"
trung lập,giảm tốc ở bình dương tuổi gì với cái này .
tích cực,cười tức bụng nà vợ 😄
trung lập,"wtf , tao đã làm gì sai ☹️☹️☹️"
trung lập,tao không sợ đi làm mệt mỏi tao chỉ sợ không có niềm vui với nó
trung lập,lúc nó điên lên nó chã triệu hồi cả nhà mày ra ấy chứ nhổn
tiêu cực,còn không đụng vào được tóc của sai mà tự xưng vô địch
trung lập,mất niềm tin vào đàn ông chứ chưa từng mất niềm tin vào tình yêu ;
tiêu cực,"bọn có tí quan hệ hay thích khoe , ngay chị gì quận phó quận x còn gọi cả công an , chủ tịch phường ra để dằn mặt dân ??"
tích cực,"uống hết bia rồi mới về ,😂😂😂"
tích cực,anh thứ 2 cute thế =)))
trung lập,hơi lạ nhỉ phải nhắn lại cho khách chứ grab thế này bị hủy chuyến làm sao
tích cực,chú nghĩ cháu rất giỏi văn và là người có suy nghĩ trưởng thành rồi 💐 rất đáng yêu và tếu giống mấy con giặc nhà chú ❤️
tiêu cực,đám người lớn văn hóa lùn đẻ ra một đám trẻ vô học . bọn mất dạy này là nhà dột từ nóc ấy mà . nên đuổi học cho lũ ngu học ấy về để nhà tiếp nối sự vô học của gia đình chúng nó
tiêu cực,chủ tịch giả làm ăn xin và cái kết . đừng bao giờ coi thường người nghèo
trung lập,có ai chỉ tự yêu bản thân như tôi không :(
tích cực,không khoe thì không sao . khoe ra mai lại còn cái gốc ... haha 😁
tích cực,nhiệt tình + ngu dốt là phải trả giá bằng tiền mặt 😂😂
tiêu cực,valentine là lễ tình yêu không phải ngày động dục . hãy vì một valentine lành mạnh đi các bạn trẻ 🙃🙃
tích cực,thấy anh đấy làm tùm lum mà con nhện vẫn đứng im là tao biết có chiêu rồi . định gạt anh ak
trung lập,có tí rượu vào nhìn đâu cũng thấy mồi nhìn gì cũng ăn được
trung lập,chết luôn .. tình yêu không phân biệt . giới tính .. tình yêu ơi là tình yêu .. tao đau khổ vì mày lắm rồi ...
trung lập,tôi cùng hoàn cảnh với bạn má tôi củng bệnh và từng ngày từng ngày tôi bên má tôi sợ giây phút má bỏ tôi ra đi và ngày đó củng đến ai còn mẹ hảy quí từng giây từng khắc bên mẹ
trung lập,"có mà bữa chạy ngược chiều trên qlo 1a tại có hẻm nhỏ để quẹo tắt , chưa kịp quẹo bị 6 anh csgt + 1 xe bắt xe tấp vô chặn đầu xe , hoảng hồn cmnl ."
trung lập,ếch chết tại miệng
trung lập,"gần 2 năm đến sớm nhất để mở cửa lớp , lúc về cũng là người là sau cùng để khóa cửa . đến giờ ra trường được 3 năm vẫn không muốn vứt chìa khóa của lớp ..."
trung lập,tốt nhất là cần công khai minh bạch là tốt hơn
tích cực,chắc mình là thánh nguy hiểm
trung lập,mong bé sớm được mua lại
tiêu cực,nhiều tiền để làm gì ..... đạo đức xã hội thế này thì đi học đâm chém chứ học chữ làm gì nữa 😢
tích cực,má đớp chanh hùi hụi thế kia mà mặt không nhăn à
tích cực,thanh niên trả thù đời bằng cách này hả ?
tiêu cực,bán hàng onl riết bán luôn não rồi 😂😂
tích cực,nhớ cái bếp huyền thoại của 2 đứa mình he
tiêu cực,nam chính đẹp . nữ chính hơi già . nếu nữ chính là 1 diển viên dể thương thì xem hay hơn nhiều
tích cực,chuyển cảnh nhanh quá làm tao theo không kịp luôn á
tiêu cực,thật ý nghĩa và hạnh phục cho 2 người họ . nhưng đâu đó trong tao vẫn thấy cái gì đó nó tởm lợn vê lờ 🤔🤔🤔
tiêu cực,cu ̃ người it xa ̀ mày lă ́ mày ..
tiêu cực,ai cũng kiếm ăn thui ... hy vong qua video nay mọi ngươi sống có ý thức hơn ... đưng xem đồng tiền của minh to quá
tích cực,"chửi vậy cũng bình thường mà mọi người cứ làm quá . mẹ tao cũng suốt ngày chửi tao , tao thấy vui mà ."
trung lập,"t đề nghị tụi mày trả cái đĩa bay cho con bé đi nghe , tới ca mà vào điều tra thì tụi mày mệt :))"
trung lập,thế nên thổ lộ trực tiếp vẫn hơn là tin nhắn .
tích cực,từ lúc có vợ nhiều váy mặc để quay video hẳn :))))))
tiêu cực,người việt nam mãi mãi cũng chỉ là bọn hạ cấp so với nước ngoài vì ý thức như lol có 100 năm sau thì ý thức vẫn đel bằng
tiêu cực,ừ nhìn rợn thật =]]]]
tiêu cực,"đuma tao đang ở đấy nè , vừa đi vừa ôm túi sợ cướp :(("
tích cực,phát hiện mới !!!
trung lập,"ai cũng chỉ muốn cho con tất cả nhưng vì được không có mà thôi , có con thì mới biết lòng cha mẹ"
tích cực,moẹ ! nghe cái tên đã hấp con mẹ nó dẫn lắm rồi đây này ! đjln ??????
tích cực,không bao giờ quên được hihi
tiêu cực,nói câu trước đá câu sau vẫn là sai bét đúng không cả nhà
tiêu cực,ngu người
trung lập,nói xong còn chả dám ăn nữa 😂😂
trung lập,cứu tao :(( tao sợ rắn
tích cực,t thấy tội nghiệp thằng cải
trung lập,anh yêu đứa bướng lắm vì mỗi lần em bướng là anh treo em lên sàn nhà đập mát tay
trung lập,chỉ mới hỏi về người khác giới cái là bị gán là thích bạn đó luôn mí sợ :(
trung lập,tối mà tắt đèn gặp mặt nó với cặp mắt nó là tao còn sợ hơn thấy ma
tích cực,công nhận chữ đẹp . 🤧
tích cực,áo phông dễ thương quá anh ơiiii
trung lập,còn nhiều người có cuộc sống khốn khổ hơn ta :)
trung lập,mèo nhà em thì cho tiền cũng không ra khỏi cửa
tiêu cực,đào đúng chó cậy chủ =)))
trung lập,:v crush có người yêu rồi
tích cực,cái con đồ chơi đó mua ở đâu nhỉ . cười đéo nhặt được mồm . 😂😂😂
trung lập,nghĩ lại ngày xưa cũng như 2 đứa nhỏ ??
tiêu cực,hôm nay quên vào đọc bình luận trước !! tính xem con nhện nước bạn khác nhện nước mình như thế nào ! ai ngờ đâu khác xa quá !! d mày mày adm ơi làm hết hồn !!
tích cực,má cười ỉa luônn
trung lập,1 năm lật tàu trật đường ray của vận tải đường sắt việt nam !
trung lập,"mày làm tao nhớ em gái ghê , mai sinh nhật con bé rồi mà tao đang đi làm xa nhà , không về được .......... 😑"
trung lập,cái câu liếm củi chỏ sao sai được nhỉ
tiêu cực,chỉ cần nghĩ tới cảnh đó là máu kinh sôi trào như núi lửa 😂😂😂
trung lập,tư ̀ hô ̀ i ba ̣ n â ́ y chuyê ̉ n trươ ̀ người thi ̀ chă ̉ người co ̀ n ai đô ́ i xư ̉ tô ́ tao vơ ́ i tao như vâ ̣ y nư ̃ anh . :(
tích cực,đợi chúng nó đang ăn lấy xe cứu hỏa phun nước ôi tao hình dung ra cảnh đó thật tuyệt
trung lập,đã check in thành công và mãi vẫn chưa gặp được người ấy là ai :((
trung lập,đôi khi thích nói chuyện chỉ vì nói chuyện hợp và vì thích nói chuyện chứ thật ra chả phải yêu đương hay thích kiểu trai gái gì
trung lập,"mình thấy sợ mấy con rắn quá trời , mà cái gì mình sợ là mình hay muốn tiêu diệt -))"
tiêu cực,hút ít thôi và hãy chích nhiều hơn 😐
trung lập,"em cũng như con chó thôi , nếu anh đủ kiên nhẫn thì mọi chuyện đã khác rồi 😪"
tiêu cực,khi trong người khó ở thì nên vào đây . động lực để nôn
trung lập,ê tao đi nhật chưa được 1 năm mà xem video này làm tao loạn ngôn ngữ ghê . thỉnh thoảng phải dừng video ngẫm câu nó nói nghĩa gì
trung lập,"về thôi , nghỉ ngơi rồi nở rộ tiếp"
tích cực,ông mặt trời dễ thương hha
trung lập,vậy nên cứ lờ đi mà sống tiếp
trung lập,vậy vài bửa trời nắng mình không mang quần nằm dưới nắng cho nó nở ra :))
tích cực,những cử chỉ đẹp làm từ thiện cho người nghèo hay thiếu đến lấy thừa đi đến cho
tích cực,ý tưởng hay 😂
trung lập,cả thế giới thấy hay trừ tao
tiêu cực,toàn mấy con lợn ký gửi với xách tay thì đợi đấy mà xếp hạng :))
trung lập,nhanh vãi mới thấy xong
trung lập,sợ quá đi
trung lập,tao đây chứ còn ai
trung lập,bằng củi thì tao nấu suốt cho tới tận bây giờ còn bằng rơm thì chưa từng :v
tích cực,thấy dòng này quen quen . thấy đọc bình luận của ai á . haha . buồn cười 🤣 🤣 🤣
tích cực,tuy chưa viết hết nhưng tao người khác sẽ hiểu là viết cái gì
trung lập,làm ở đâu cũng vậy cũng có đầy rẫy những khó khăn nhưng trọng hơn là làm cùng những đồng nghiệp như thế nào
tích cực,không nha cậu :) mình đi bình thường nha =))
trung lập,bác không ở lại làm tô phở đã 🙃🙃🙃
tích cực,tao thấy mấy ảnh thật đẹp trai
tiêu cực,do mày ngu đéo ghi chỗ khác :))
tích cực,"phàm việc quan trọng trong thiên hạ , cứ về hỏi vợ , vợ nói sao cứ làm ngược lại chắc chắc sẽ đúng !"
tiêu cực,à ra là ngứa mắt vì người ta đỗ ô tô mà không phải trả tiền . khi nào người ta mất tiền mới hài lòng .
tích cực,cái toilet hay nhỉ vào đấy được thoải mái nhìn nhau mà trò chuyện trong lúc ị ... :)
tích cực,dễ thương ha
trung lập,chia buồn cùng khổ chủ
trung lập,cao su đó khai thắc làm sao có mủ
tiêu cực,sao mà có nhiều người ngu quá . đậu xe xát đường ray xe lửa . còn mấy thg bình luận cũng ngu theo xe lửa chạy theo đường ray mà kêu nó bẻ lái qua chúc xíu . bẻ đi đâu được mà bẻ
tiêu cực,cháu xl ông trước . cháu cũng không có í gì chê bai đâu ạ . nhưng cháu nhìn móng dài bẩn quá . đang ăn mà cháu cũng run run .
tích cực,giờ cứ thành lập các tổ an ninh . bắt được bao nhiêu . chiên free cho các tiệm bia hết là bao tuyệt chủng 😂😂
tích cực,cay và đắng nghe mấy ông lớn tuổi toàn kêu thế thôi
tiêu cực,"làm video thì ăn bớt chắp chắp như heo lại , đang coi nghe ăn phát mất con mẹ nó hứng , vô duyên"
trung lập,cha mẹ tao còn cãi lộn nhau vì không biết ngày sinh tháng sinh của tao là dương hay âm 😢😢
tiêu cực,người ta đã phải bỏ tiền . bỏ sức ra mới có bữa cơm từ thiện nv mà còn có những người vô ý thức như vậy
tích cực,oaaaaaaa ...... thực sự rất tạo động lực và niềm tin cho người khác đó < 3 rất thích nụ cười và sự thoải mái tự tin của anh chị < 3
trung lập,nhớ đến lại buồn . chuyện tình chúng ta chẳng đi được đến đâu cả
tích cực,xuất sắc quá
trung lập,nhà tao vẫn nấu . à mà lâu lâu tao về nấu một lần thì không cháy cũng nát
tích cực,thiết kế đẹp quá
tích cực,không nhận dạng được mặt bả luôn
trung lập,18t đủ trách nhiệm pháp lý rồi 😏
tiêu cực,vô học !😡😡😡. tý tuổi tưởng vậy là hay !
trung lập,ai thử rồi cho xin tấm hình cái coi nào
tiêu cực,"bố mẹ thì còng lưng nuôi ăn học vất vả không mua được thì thôi , bất hạnh cái gì , bất hạnh cái gì"
tiêu cực,"đúg là dân miền tây , chưa nói đã chửi tục rồi . vậy mà cũg đăg lên được . ở gần phòng mấy người này , đầu mình không yên được ."
trung lập,nó thả thính xong nó chạy mất ..
trung lập,bị nó chặn đầu mấy lần khóc sướt mướt luôn . mấy con yêu nghiệt này còn dữ hơn chó
trung lập,lò xo chắc giờ không còn nữa rồi
tiêu cực,chơi cái trò mất dạy :))
tiêu cực,trong luâ ̣ tao co ́ khung hi ̀ nh pha ̣ tao bă ́ n không . ghê tơ ̉ mày con qua ́ i na ̀ y qua ́
trung lập,tao chỉ lên ngắm cảnh tí xíu mà mày cũng dìm tao :))))
trung lập,tim vỡ nát
trung lập,có biết giận là gì đâu 😌🙂
tiêu cực,lương này là tính luôn quá trình tham nhũng ăn bớt ăn xén rồi đó ! tụi mày chưa đủ trình đó thì lấy tư cách gì nói người ta nói xạo ?
tích cực,không lấy được vợ thì có thể đi tâp gym đêt lấy chồng 😁😁
trung lập,đéo thể tin tưởng một ai được
tiêu cực,thái độ lồi lõm có ngày răng rụng đầy đường đấy =))
tiêu cực,thử đụng vô tao coi dume mấy thằng lol cặn bã
tích cực,chắc anh phải đáng yêu lắm luôn ý nhể 🤗🤗
tích cực,muốn bảo vệ và chăm sóc người đấy
tiêu cực,hết sức nguy hiểm và có phần dại dột !
tích cực,"ôi thôi , cưng quá :v"
trung lập,nghe kể mà thèm ạ :'(
tiêu cực,"vãi xem phải cỡ này . , đoạn nó nhếch môi bố mày sợ suýt đái ra quần dume 😑"
trung lập,tao . đôi lúc nghĩ lại thì tao vẫn thấy sợ tao lúc tức giận .
trung lập,nó mà là đặc vụ thật thì lại ngớ người 😂
trung lập,các chàng trai của tôi về đến nhà chưa ??
trung lập,liệu có còn tồn tại cô gái nào chấp nhận một thằng vừa nghèo vừa xấu đặc biệt lại còn yếu sinh lý như tôi không
trung lập,quan tâm như là 1 đứa em gái thôi . đừng có mà ảo tưởng nha .
tiêu cực,vì ghét nhau thôi
tích cực,một con ngựa hoang đúng nghĩa ..... đầy tài năng nhưng đang tiếc là không gặp được hlv và những đồng đội hỉu mình
tích cực,hời ơi ... cưng xĩu
trung lập,t chỉ chờ đết lúc nó lôi ra xem được cục to như ngón tay không
tiêu cực,nuôi kiểu đéo gì lại để nó như thế này ??? thằg chủ có tâm hồn thối rữa à ??
tiêu cực,hút cần xong đúng là đời toàn màu hồng em nhỉ . nói chậm vãi :))))
tích cực,cục cuối khủng bố vãi vậy :(
trung lập,xem xong hình như tao mới bị thêm bệnh tiểu đường
tiêu cực,"mất dạy từ nhỏ , đẹp mặt khi bố mẹ nó đang ngồi xem tivi , cứ tưởng hay"
tích cực,wow sản phẩm tốt ngoài mong đợi luôn á
tích cực,không cướp ở đâu đi cướp ngân hàng của nhà nước 🤣🤣🤣🤣
trung lập,đấy thấy chưa con người ta khổ như thế
tích cực,"quàooo hay vậy sao , chà chà =))))"
tích cực,nuốt được cục tiền đó cũng hay đó ( y )
trung lập,mày nhớ đặt bạn ý cho những lần gọi sau nhé !
tiêu cực,nhiệt tình cộng ngu dốt bằng phá hoại
trung lập,lỗi tại cái gậy thôi mà 🤣🤣🤣
tích cực,hả hả .. tới giờ ăn hả
tiêu cực,"chưa tỏ tình với ai bao giờ , nhưng tao bức xúc với những người không tôn trọng quyền riêng tư như vậy"
tiêu cực,"mỗi lần nó cắt thì tao không muốn thấy mặt nó một tuần , nhìn xấu vãi"
tiêu cực,"t đéo hiểu ai bày ra cái này . xàm lol chết mẹ . người ta viết nhạc cho nghe rồi làm video xàm , mày thề là không hát theo đi"
tiêu cực,"con quỷ này dí bao dai ... thù dai hơn cả chó , tuổi thơ đi ngang qua bầy ngỗng là y như rằng đúng con quỷ đó nó dí tao"
trung lập,nhìn là biết đỏ chót rồi
tích cực,đựng túi nilon là chất rồi 🤣
trung lập,"tan rã hết rồi , giờ toàn đánh lẻ thôi 😭😭😭"
tiêu cực,ăn học bao nhiêu năm rồi mà vẫn ngu
tiêu cực,cái lol mẹ đóng vào mồm thì có ở đấy mà đóng băng
trung lập,khoảnh khắc tao nhận ra tao đã từng rơi vào hoàn cảnh bế tắc này 😌😌
trung lập,t nói té 1 cái không dập mề thua gì cũg thua ..
tiêu cực,"cái này mà đơn giản ? chị à , là chị nghĩ đơn giản thôi =]]]]"
trung lập,tao ở thanh hà và nhà tao không quả vải nào hết 😂
trung lập,hãy mang cô ấy sang việt nam ngay
tích cực,:)) thật là kì lạ
trung lập,"bả thôi đó , gặm đi ."
tiêu cực,tụi bây có thấy nó vô lí vlonee hôngg 🙂
tiêu cực,"họ sáng tạo , cải chế cho đời thêm xanh thì bảo họ luồn cúi ."
trung lập,thua là hết cf để uống .
tích cực,đơn giản vậy thôi là đủ ❤️
trung lập,mày nói thôi mà tao nghĩ cũng thấy buồn rồi :(((
trung lập,đái mẹ ra quần
trung lập,còn tôi tự nhủ dù lớp học tự ý bỏ về hết tôi cũng phải ở lại học đến tiết cuối cùng . hết giờ tôi cứ ngồi đó rồi từ từ bước chậm ra cửa ngoái đầu nhìn lại .
trung lập,làm bát phở đã bác ơi
trung lập,"bị ám ảnh hồi bé đi nhổ răng , không dám đi nha sĩ nữa :((( huhu 😭😭"
tích cực,tôi trưởng thành vclll
trung lập,"dậy tắt đồng hồ báo thức kìa , giờ này còn ngủ được à :v"
tiêu cực,"lỗi tại cái cây hay lỗi tại anh , tại anh nặng quá nên cây ...."
trung lập,"tự nhiên thấy tụi con gái khóc tu tu , thế là mình lủi ra ghế đá trước lớp ngồi . tự nhiên cô dạy văn cũng ra theo xong ôm mình khóc ,"
trung lập,đến ông cũng chẳng dám xơi
tích cực,hiếu nghĩa . nhìn cái này nhớ mắc cười má đào chúc quá 😀😀😀
trung lập,ôi trời nguy hiểm thế
trung lập,tội cho mấy thằng đang xoay tiền mua bánh trung thu cho vợ thằng khác ăn
tiêu cực,mấy thằng ở ngoài bình luận gặp tao tao xé mỏ từng đứa . cha mẹ đéo dạy để xã hội dạy nhé . còn phèn lắm
tiêu cực,dỡn ngu gặp những tg yếu tim đùa kiểu này nó lên cơn lăn đùng ra ăn cho hết ...
tích cực,cười ỉa :))
trung lập,trước em cũng hắt xì 1 cái lưng khụ xuống như ông già đau vãi
trung lập,"thôi xong 1 chiếc ôto . chắc tối nay ăn không ngon , nhậu không yên rồi ."
tích cực,cuteeeeeee 😊😊😊😊😊
trung lập,bà tao mất rồi :<
tích cực,nó cười mà muốn rụng tim 😂💔
trung lập,ui còn chưa kịp đi xem đã rút rồi :((
tiêu cực,"con đĩ mèo mất dạy ! gặp tao tao đá cái mày , dám đánh con thỏ của tao , bởi tao ghét vxl"
tích cực,em ấy còn viết đẹp hơn mình luôn á
trung lập,em chân thành nên em tổn thương !
tiêu cực,dume mình tưởng tinh trùng :)
trung lập,béo quá không ai yêu thì về đây em nuôi nè
tích cực,rút kinh nghiệm năm ngoái 😂😂😂😂😂👍👍👍
tiêu cực,đ biết tình yêu là gì mà ăn rồi cứ đi thả thính đậu má
trung lập,móc lên tới não :))
trung lập,sợ vãi nồi tao còn tg thằng kia bay ra cơ :))))
tích cực,cũng đúng :))
trung lập,tao nghe nói đứa bé còn nhỏ là không được chụp hình đâu mày
tích cực,bị bắt nạt im re hà hiền khô luôn thấy tội nghiệp ai dè tới chừng ...... ha ha ha
trung lập,mới yêu thôi nhá yêu lâu rồi chán nhau rồi á thử xem đường đứa nào đứa đấy đi
tiêu cực,"con bố mẹ nào không dạy được để xã hội dạy cho , bố mẹ bất hợp tác để làng xóm hợp tác"
tiêu cực,"thằng lái tàu quá đáng , bẻ lái qua tý có sao đâu :))"
trung lập,đừng đùa với nước bạn
trung lập,tiền mất tật mang . xe đã nát rồi giờ còn phải đền cách cửa cho tàu nửa
tích cực,ưng dã man luôn
trung lập,rất có thể nó đang pr trá hình để bán hàng
tiêu cực,mắc dại quá mà
tích cực,lại lật nữa hả
tiêu cực,các em thật là vãi
trung lập,cầm cái búa ra
tích cực,vẽ ổ điện bá vãi em ạ 😂
tích cực,thế không đạt được gì à
trung lập,cuộc sống tạo ta áp lực ..
tích cực,tư tưởng đột phá đấy chứ
tích cực,đối với tình yêu thì thời gian có tác dụng xây đắp chứ không còn là phá huỷ mọi thứ nữa . ngưỡng mộ hai ông bà ❤️❤️❤️
tiêu cực,"thời đi học tao còn bị bạt tai với bắt quỳ trên bục giảng luôn , tội phá , như này thấm gì đâu :3 phụ huynh ngày nay cứ làm quá lên"
trung lập,bây giờ thế mới biết tác dụng của con cái 😢
tiêu cực,đây là thằng chó
trung lập,trẻ trâu việt nam thật đáng sợ
tích cực,"ngày đẹp trời là ngày được nghỉ làm , đi những nơi mình thích , với người mình thương , ăn những món ăn ngon . xong về ôm nhau ngủ :)))"
tiêu cực,mày bị ngu hả đĩ chó :) hết chỗ viết à :) thích viết thì tìm chỗ nào đéo trôi á :) hoặc mua giấy về viết chứ địt mẹ viết rồi lại viết làm tao buồn mày :)
tiêu cực,"t dọn quán hát mà muốn diệt sạch mấy con ngu :))) đuỵt ăn sinh nhật mà cỡ nát hết cốc , bôi bánh hết lên ghế bàn thì ks , đây bôi cả lên loa , ti vi , trần nhà .... dume cái :))) đồ điện bôi lên để tao dọn tao bị giật chết à :))"
tiêu cực,giáo viên tiếng anh mà không biết tiếng anh ?
trung lập,tao có hiểu đéo gì đau
trung lập,sao không xúm lại rỉa lông tụi đầu bếp nhỉ .
tích cực,khang khang 1 thời cùng nhau vui say ! bjo thì khác rồi thân ai nấy lo hở chị hố hố ;))
trung lập,phát hiện nghi vấn đổ vỏ :))
trung lập,tuổi thơ bất hạnh .. học mẫu giáo mà cạnh trường học là 1 bầy ngỗng . sáng nào tao cũng được chạy bộ tập thể dục nhờ bọn nó
tiêu cực,:v cướp xong trừ khi ông bơi sông . chứ đi đường :)))) với cái bộ dạng đó . ai trả thấy :)))
trung lập,không biết ô ý có nhận con nuôi không nhỉ ?
trung lập,"1 chút đắng , chút chua cay , với 1 chút ngọt ngào ở đâu đó 😞"
trung lập,quá đau lòng nhưng chúng ta phải chấp nhận với điều đó
trung lập,mở ra mà thấy vậy chắc tao sợ quá mà chết luôn mất :)
tích cực,ai làm được cây cầu khó đi này tài quá
tích cực,tình anh em thật đáng khâm phục 😍😍😍
tiêu cực,xàm bà cố luôn ??????
trung lập,chuẩn bị đón chờ mùa nhiệt miệng lưỡi :v
trung lập,lần sau hãy hưởng ứng câu chuyện của tao như này này
tích cực,các cháu giờ lợi hại quá :<
tiêu cực,bất công
tích cực,chưa bao giờ nghe ngươ ̀ i ta chửi thề mà đáng êu đến vậy lun =))!
trung lập,ghi nguồn vào page ạ :)
tiêu cực,mấy đứa thấy mình hiền nó làm tới hà .. quá đáng lắm luôn á !
tiêu cực,mày dek làm được ghen ak
tiêu cực,không đấm vào mặt là may rồi :))
tích cực,chưa bao giờ bắn trúng thứ gì 😆.
trung lập,chuẩn rồi dù mệt mỏi nhưng vẫn vui :)))
trung lập,thả mẹ tay ra :vậy đằng nào em kia cũng không sống nổi 😅
trung lập,không có bạn trai ... thì giận ai 😑😑
tích cực,năm xưa mày cũng ôm gối đứng cửa phòng c như này này 🤣🤣🤣
tiêu cực,bác bảo vệ như lồn
trung lập,dell hiểu sao ngày sưa tao có thể cầm nó trưen tay đi câu cá 😳😳😳 nhớ lại vẫn thấy ớn 😂
tích cực,đạp xe xíu rã chân ông này đạp như tay đua xe
tích cực,ơ thế sai chỗ mẹ nào nữa ??
tiêu cực,bọn sống thất đức không có tâm chưa nói tới tầm ! bảo sao tâm hồn trẻ trí tuệ kém phát triển ảnh hưởng tới thể chất cũng như tâm sinh lí trong tương lai
tích cực,"cũng nhờ thầy khắt khe uốn nén bỏ thói hư tật xấu , bây giờ mỗi lần họp lớp đều nhắc tới thầy và vô cùng kính trọng"
trung lập,ừm ngồi đất đỡ mỏi châm
tích cực,có đứa nào vừa coi vừa nuốt nước miếng như tao không ?
tích cực,tư duy của họ hơn hẳn 1 cái đầu 👍
tích cực,"cấp 1 hiền lành ít nói , ngồi gần 1 cô bé cái gì cũng nhường cô ấy , nhường đến mức nhường luôn tập sách , để bà già phải dẫn ra nhà nó lấy lại ! 😂😂😂"
tiêu cực,ngu nhất năm
tích cực,kiểu em sai rồi . a xin lỗi em đi 😂😂
trung lập,chỉ mong ông trời sẽ bù đắp cho con cháu của họ sau này 😔😔
trung lập,bà mẹ nó giật mình
trung lập,chỉ có bọn óc chó . đú đởn mới phàn nàn .
trung lập,chưa 1 lần vấn vương thời c3 =))
tích cực,"em đỗ 6 trường đại học ở mỹ , còn hàng trăm thằng đổ em luôn rồi đó , em biết không . trong đó có anh 🤪"
trung lập,nên xử lý nghiêm khắc
tích cực,cười đau bụng :)))
tiêu cực,nghe cái lời rõ đéo hỉu và cái tên cũg không liên quan
tiêu cực,giỡn ngu kiểu đó người ta bị tim giật mình chết rồi sao . giỡn với mình kiểu đó mình đánh cho vỡ mồm luôn
tiêu cực,kiên nhẫn với 1 con chó chứ chắc gì đã kiên nhẫn với bố mẹ hay người thân bên cạnh mình .
tích cực,cứ tưởng là người yêu =))
tích cực,đẹp trai quá ak
tiêu cực,làm ơn đi .. đừng bám theo tao nua được không
trung lập,aii may mắn thì có vị ngọt còn aii thiếu may mắn thì họ chỉ toàn gặp những vị cay vị đắng của đờii :))
tích cực,thằng đoạn cuối mặc áo hồng đang định gải đít nhưng vì thấy rắn nên anh ấy đã hết ngứa
tích cực,"eo ôi thằng nhóc áo xanh cuối cùng , sao này lớn lên chắc là sói ca haha"
tiêu cực,đã dâm tâm còn biến thái 🤢
tiêu cực,rất ghét bọn trộm cắp
tiêu cực,nhìn mặt đã thấy đóng vai ác rồi
tích cực,coi chừng bị vậy nha chưa haha
trung lập,đây là đâu ? cái này là như nào thế ??
trung lập,tuổi thơ thật đáng yêu . chỉ có người lớn dẫn sai đường các em thôi
trung lập,thua cả người ta 😞
tích cực,", nhơ cai thời sv ở tro , :)"
tiêu cực,ông lão cục súc
tiêu cực,"công khai và phạt thật nặng : đuổi học , cấm thi 10 năm"
tích cực,cưng ghê ❤️
trung lập,"vị nước mắt , dù cảm xúc như nào thì khi có nó cũng thật đáng nhớ !"
tích cực,mặt nhỏ dễ thương vãi =))
tích cực,thích mấy đứa này
tiêu cực,đầu độc trẻ em mà sử như vậy là nhẹ quá chuyển công tác ra khỏi nghành
trung lập,mày xinh thế ? tao ốm tí đã xấu hoắc
trung lập,xịt nước là ướt rồi
tích cực,hy vọng sẽ mau tìm được anh người yêu thật tốt để 5 năm sau có một gia đình như vậy ❤️❤️
trung lập,mới ngày nào bidv còn đứng nhất mà .. haizzz
